SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,7039 Denver Ave,Los Angeles,CA,90044,389900,3,2,C34 - Los Angeles Southwest,1538,5401,1980,4,Active,,,http://www.redfin.com/CA/Los-Angeles/7039-Denver-Ave-90044/home/7278013,CRISNet,63175227,N,Y,33.975063,-118.284098
MLS Listing,Townhouse,8536 De Soto Ave #12,Canoga Park,CA,91304,285000,2,2,Winnetka (WIN),1354,236719,1979,4,Active,,,http://www.redfin.com/CA/Los-Angeles/8536-De-Soto-Ave-91304/unit-12/home/5875562,VCRDS,63174701,N,Y,34.2255754,-118.5881586
MLS Listing,Single Family Residential,1825-1/2 Alsace,Los Angeles (City),CA,90019,978000,2,2.25,Mid Los Angeles,1942,1200,2016,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/1876-1-2-Alsace-Ave-90019/home/112267079,TheMLS,63174519,N,Y,34.0416145,-118.3513031
MLS Listing,Single Family Residential,22412 Sentar Rd,Woodland Hills,CA,91364,699900,3,3,WHLL - Woodland Hills,1843,13649,1965,4,Active,,,http://www.redfin.com/CA/Los-Angeles/22412-Sentar-Rd-91364/home/3565715,CRISNet,63174479,N,Y,34.1581487,-118.6153712
MLS Listing,Single Family Residential,2320 Warwick Ave,El Sereno,CA,90032,629000,3,2,621 - El Sereno,1155,5001,1938,4,Active,,,http://www.redfin.com/CA/Los-Angeles/2320-Warwick-Ave-90032/home/6953509,CRMLS,63174408,N,Y,34.072659,-118.165894
MLS Listing,Vacant Land,10525 West Hebron,Los Angeles (City),CA,90077,199000,,,Bel Air (Holmby Hills),,6181,,4,Active,,,http://www.redfin.com/CA/Los-Angeles/10525-Hebron-Ln-90077/home/112267054,TheMLS,63174387,N,Y,34.1043517,-118.4468601
MLS Listing,Single Family Residential,6821 Babcock Ave,North Hollywood,CA,91605,525000,3,1.5,North Hollywood (NHO),1727,6344,1953,4,Active,,,http://www.redfin.com/CA/Los-Angeles/6821-Babcock-Ave-91605/home/5062498,TheMLS,63174372,N,Y,34.194614,-118.407607
MLS Listing,Single Family Residential,17116 Labrador St,Northridge,CA,91325,1500038,5,5,Northridge (NR),4818,17490,1989,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/17116-Labrador-St-91325/home/5753440,TheMLS,63174269,N,Y,34.249536,-118.505928
MLS Listing,Condo/Co-op,851 North Kings Rd #203,West Hollywood,CA,90069,899000,2,2,West Hollywood Vicinity,1550,31290,1981,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/West-Hollywood/851-N-Kings-Rd-90069/unit-203/home/7105228,TheMLS,63174122,N,Y,34.086757,-118.372158
MLS Listing,Condo/Co-op,312 West 5th St #1020,Los Angeles (City),CA,90013,340000,1,1,Downtown Los Angeles,590,27285,1923,4,Active,,,http://www.redfin.com/CA/Los-Angeles/312-W-5th-St-90013/unit-1020/home/28515801,TheMLS,63174024,N,Y,34.0481247,-118.251243
MLS Listing,Vacant Land,4462 CATO St,Los Angeles,CA,90032,29500,,,C24 - Northern,,3429,,4,Active,,,http://www.redfin.com/CA/Los-Angeles/4462-Cato-St-90032/home/112266979,CRMLS,63173881,N,Y,34.0810742,-118.1894048
MLS Listing,Condo/Co-op,5215 Balboa Blvd #102,Encino,CA,91316,375000,2,2,ENC - Encino,1118,22128,1971,4,Active,,,http://www.redfin.com/CA/Los-Angeles/5215-Balboa-Blvd-91316/unit-102/home/4782438,CRISNet,63173791,N,Y,34.165369,-118.501408
MLS Listing,Single Family Residential,4323 San Pedro Pl,Los Angeles,CA,90011,300000,2,1,C42 - Downtown L.A.,840,2361,1911,4,Active,,,http://www.redfin.com/CA/Los-Angeles/4323-San-Pedro-Pl-90011/home/6925431,CRISNet,63173702,N,Y,34.0050062,-118.2721356
MLS Listing,Condo/Co-op,4030 Abourne Rd Unit D,Los Angeles,CA,90008,189000,1,1,PHHT - Park Hills Heights,741,46341,1948,4,Active,,,http://www.redfin.com/CA/Los-Angeles/4030-Abourne-Rd-90008/unit-D/home/6880372,CRMLS,63173380,N,Y,34.011361,-118.344122
MLS Listing,Vacant Land,4487 DUDLEY Dr,Los Angeles,CA,90032,37500,,,C24 - Northern,,4738,,4,Active,,,http://www.redfin.com/CA/Los-Angeles/4487-Dudley-Dr-90032/home/112266115,CRMLS,63173219,N,Y,34.0815799,-118.1893525
MLS Listing,Condo/Co-op,746 South Los Angeles St #102,Los Angeles (City),CA,90014,350000,0,1,Downtown Los Angeles,620,,1922,4,Active,,,http://www.redfin.com/CA/Los-Angeles/746-S-Los-Angeles-St-90014/unit-102/home/22949702,TheMLS,63173175,N,Y,34.042048,-118.251207
MLS Listing,Single Family Residential,666 W Gage Ave,Los Angeles,CA,90044,329900,3,1,C34 - Los Angeles Southwest,896,2980,1921,4,Active,,,http://www.redfin.com/CA/Los-Angeles/666-W-Gage-Ave-90044/home/7272415,CRISNet,63173101,N,Y,33.98215,-118.285501
MLS Listing,Condo/Co-op,1400 North Sweetzer Ave #105,West Hollywood,CA,90069,549000,1,2,West Hollywood Vicinity,800,11118,1962,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/West-Hollywood/1400-N-Sweetzer-Ave-90069/unit-105/home/7117777,TheMLS,63173022,N,Y,34.095702,-118.3701
MLS Listing,Single Family Residential,7267 Waring Ave,Los Angeles (City),CA,90046,819000,2,2,West Hollywood Vicinity,934,1811,1928,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/West-Hollywood/7267-Waring-Ave-90046/home/7101615,TheMLS,63173021,N,Y,34.0854598,-118.3480979
MLS Listing,Vacant Land,952 N Gage Ave,East Los Angeles,CA,90063,90000,,,ELA - East Los Angeles,,4006,,4,Active,,,http://www.redfin.com/CA/Los-Angeles/952-N-Gage-Ave-90063/home/22160744,CRMLS,63172969,N,Y,34.047576,-118.18443
MLS Listing,Condo/Co-op,424 South Westmoreland Ave #306,Los Angeles (City),CA,90020,400900,2,2,Mid-Wilshire,990,20437,1982,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/424-S-Westmoreland-Ave-90020/unit-306/home/6908727,TheMLS,63172668,N,Y,34.0659,-118.2881514
MLS Listing,Single Family Residential,20411 Chapter Dr,Woodland Hills,CA,91364,1735000,5,3.5,WHLL - Woodland Hills,4777,17553,1976,4,Active,,,http://www.redfin.com/CA/Los-Angeles/20411-Chapter-Dr-91364/home/4232353,CRISNet,63172213,N,Y,34.1519379,-118.5782904
MLS Listing,Townhouse,3832 W Avenue 43 #19,Los Angeles,CA,90041,399000,2,1.75,618 - Eagle Rock,960,29959,1984,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/3832-West-Avenue-43-90041/unit-19/home/7079622,i-Tech MLS,63171769,N,Y,34.1239049,-118.2232957
MLS Listing,Condo/Co-op,4348 Mammoth Ave #102,Sherman Oaks,CA,91423,549000,2,3,SO - Sherman Oaks,1601,11687,1990,4,Active,December-11-2016 12:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Los-Angeles/4348-Mammoth-Ave-91423/unit-102/home/4859100,CRISNet,63171751,N,Y,34.149747,-118.432145
MLS Listing,Single Family Residential,13050 Fenton Ave,Sylmar,CA,91342,529900,3,2,SYL - Sylmar,1574,7507,1962,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/13050-Fenton-Ave-91342/home/5435013,CRISNet,63171750,N,Y,34.307377,-118.417857
MLS Listing,Multi-Family (2-4 Unit),5610 Hooper Ave,Los Angeles,CA,90011,459900,4,2,C42 - Downtown L.A.,1488,1858,1958,4,Active,,,http://www.redfin.com/CA/Los-Angeles/5610-Hooper-Ave-90011/home/6920651,CRMLS,63171749,N,Y,33.991673,-118.251933
MLS Listing,Single Family Residential,506 North Gardner St,Los Angeles (City),CA,90036,1550000,2,1,Beverly Center/Miracle Mile,1423,6103,1935,4,Active,,,http://www.redfin.com/CA/Los-Angeles/506-N-Gardner-St-90036/home/7102965,TheMLS,63171666,N,Y,34.080517,-118.352927
MLS Listing,Condo/Co-op,5604 Clemson St,Los Angeles (City),CA,90016,239900,2,1,Park Hills Heights,748,36689,1948,4,Active,,,http://www.redfin.com/CA/Los-Angeles/5604-Clemson-St-90016/unit-7/home/6890446,TheMLS,63171421,N,Y,34.023575,-118.367473
MLS Listing,Townhouse,14152 Foothill Blvd #28,Sylmar,CA,91342,357500,3,3,SYL - Sylmar,1462,140609,1989,4,Active,,,http://www.redfin.com/CA/Los-Angeles/14152-Foothill-Blvd-91342/unit-28/home/5408880,CRMLS,63171368,N,Y,34.3158491,-118.4425756
MLS Listing,Condo/Co-op,741 W 24th St #18,San Pedro,CA,90731,390000,2,1.75,183 - Vista Del Oro,1309,25006,1972,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/741-W-24th-St-90731/unit-18/home/12289950,CRMLS,63171366,N,Y,33.722195,-118.293636
MLS Listing,Single Family Residential,119 W 112th St,Los Angeles,CA,90061,349900,3,2,C37 - Metropolitan South,1280,3450,1924,4,Active,,,http://www.redfin.com/CA/Los-Angeles/119-W-112th-St-90061/home/7317207,CRMLS,63171239,N,Y,33.9331976,-118.2746563
MLS Listing,Single Family Residential,3653 Avenida Del Sol,Studio City,CA,91604,799000,4,3.5,STUD - Studio City,1422,9762,1951,4,Active,,,http://www.redfin.com/CA/Los-Angeles/3653-Avenida-Del-Sol-91604/home/5259232,CRISNet,63171216,N,Y,34.1368884,-118.4081
MLS Listing,Multi-Family (2-4 Unit),834 E 109th Pl,Los Angeles,CA,90059,674900,9,6,C34 - Los Angeles Southwest,3490,5452,2016,4,Active,,,http://www.redfin.com/CA/Los-Angeles/834-E-109th-Pl-90059/home/7315502,CRMLS,63170966,N,Y,33.9362757,-118.2596363
MLS Listing,Multi-Family (2-4 Unit),431 W 2nd St,San Pedro,CA,90731,499000,4,4,189 - Barton Hill,1600,5001,1910,4,Active,,,http://www.redfin.com/CA/Los-Angeles/431-W-2nd-St-90731/home/7690804,CRMLS,63170790,N,Y,33.7422272,-118.2863485
MLS Listing,Townhouse,17150 Burbank Blvd #28,Encino,CA,91316,470000,3,2.5,ENC - Encino,1870,144469,1979,4,Active,,,http://www.redfin.com/CA/Los-Angeles/17150-Burbank-Blvd-91316/unit-28/home/4766672,i-Tech MLS,63170777,N,Y,34.1720512,-118.5067271
MLS Listing,Vacant Land,21480 Iglesia,Woodland Hills,CA,91364,149000,,,Woodland Hills (WHLL),,4140,,4,Active,,,http://www.redfin.com/CA/Los-Angeles/21480-Iglesia-Dr-91364/home/28450153,TheMLS,63170594,N,Y,34.14848,-118.5981988
MLS Listing,Single Family Residential,10718 Acama St,Studio City,CA,91602,1299900,4,2,STUD - Studio City,2426,9795,1925,4,Active,,,http://www.redfin.com/CA/Los-Angeles/10718-Acama-St-91602/home/5306804,CRISNet,63170222,N,Y,34.1456971,-118.3638543
MLS Listing,Condo/Co-op,655 South Hope St #607,Los Angeles (City),CA,90017,888888,2,2,Downtown Los Angeles,850,11674,1964,4,Active,,,http://www.redfin.com/CA/Los-Angeles/655-S-Hope-St-90017/unit-607/home/40152456,TheMLS,63169973,N,Y,34.048343,-118.2576533
MLS Listing,Condo/Co-op,2700 E Cahuenga Blvd E #4319,Los Angeles,CA,90068,497000,2,2,C30 - Hollywood Hills East,1002,598412,1975,4,Active,,,http://www.redfin.com/CA/Los-Angeles/2700-Cahuenga-Blvd-E-90068/unit-4319/home/7128278,CRISNet,63169882,N,Y,34.1186096,-118.3367347
MLS Listing,Single Family Residential,11113 El Dorado Ave,Pacoima,CA,91331,405000,3,2,PAC - Pacoima,1163,6803,1960,4,Active,,,http://www.redfin.com/CA/Los-Angeles/11113-El-Dorado-Ave-91331/home/5594926,CRMLS,63169809,N,Y,34.2717088,-118.4323168
MLS Listing,Single Family Residential,16006 Knapp St,North Hills,CA,91343,599500,3,2,NOH - North Hills,1696,7596,1958,4,Active,,,http://www.redfin.com/CA/Los-Angeles/16006-Knapp-St-91343/home/5715233,CRISNet,63169579,N,Y,34.238073,-118.481077
MLS Listing,Single Family Residential,11820 Stewarton Dr,Other,CA,91326,1295000,4,4,Northridge (NR),3986,18158,1988,4,Active,,,http://www.redfin.com/CA/Los-Angeles/11820-Stewarton-Dr-91326/home/6097608,TheMLS,63169539,N,Y,34.287376,-118.5399316
MLS Listing,Single Family Residential,1752 Wellesley Ave,Los Angeles (City),CA,90025,2188000,5,5.5,West Los Angeles,3178,5504,2016,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/1752-S-Wellesley-Ave-90025/home/6756092,TheMLS,63169367,N,Y,34.035145,-118.459801
MLS Listing,Single Family Residential,5604 South Sherbourne Dr,Los Angeles (City),CA,90056,1050000,3,2.25,Ladera Heights,2057,8753,1954,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/5604-S-Sherbourne-Dr-90056/home/6718696,TheMLS,63169170,N,Y,33.990505,-118.374485
MLS Listing,Single Family Residential,22718 Haynes St,West Hills,CA,91307,619000,4,2,WEH - West Hills,2009,7919,1957,4,Active,,,http://www.redfin.com/CA/Los-Angeles/22718-Haynes-St-91307/home/3206616,CRISNet,63169112,N,Y,34.189534,-118.622507
MLS Listing,Single Family Residential,20331 Itasca St,Chatsworth,CA,91311,529950,3,2,CHT - Chatsworth,1420,7533,1959,4,Active,December-11-2016 12:58 PM,December-11-2016 04:02 PM,http://www.redfin.com/CA/Los-Angeles/20331-Itasca-St-91311/home/5843808,CRISNet,63168526,N,Y,34.245431,-118.576556
MLS Listing,Multi-Family (2-4 Unit),4856 Marmion Way,Los Angeles,CA,90042,599000,0,,632 - Highland Park,1584,2980,1925,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4856-Marmion-Way-90042/home/7076636,i-Tech MLS,63168170,N,Y,34.1052678,-118.2052696
MLS Listing,Condo/Co-op,1242 S Barrington Ave #310,Los Angeles,CA,90025,685000,2,2,WLA - West Los Angeles,1189,45999,1974,4,Active,,,http://www.redfin.com/CA/Los-Angeles/1242-S-Barrington-Ave-90025/unit-310/home/6759149,CRMLS,63167867,N,Y,34.0484003,-118.459632
MLS Listing,Single Family Residential,11400 Kamloops St,Sylmar,CA,91342,555000,4,2,SYL - Sylmar,1812,10079,1979,4,Active,,,http://www.redfin.com/CA/Los-Angeles/11400-Kamloops-St-91342/home/5466490,CRISNet,63167830,N,Y,34.2785911,-118.379181
MLS Listing,Single Family Residential,16600 Cohasset St,Lake Balboa,CA,91406,449000,2,1,LKBL - Lake Balboa,1064,6066,1951,4,Active,December-17-2016 12:00 PM,December-17-2016 03:00 PM,http://www.redfin.com/CA/Los-Angeles/16600-Cohasset-St-91406/home/4513293,CRISNet,63167693,N,Y,34.2067356,-118.4947814
MLS Listing,Single Family Residential,18640 Erwin St,Tarzana,CA,91335,835000,4,2.5,TAR - Tarzana,2513,11009,1981,4,Active,,,http://www.redfin.com/CA/Los-Angeles/18640-Erwin-St-91335/home/3859254,CRISNet,63167692,N,Y,34.183572,-118.539838
MLS Listing,Condo/Co-op,4316 Marina City Dr #325,Marina del Rey,CA,90292,499000,1,1,C12 - Marina Del Rey,935,,1972,4,Active,,,http://www.redfin.com/CA/Marina-del-Rey/4316-Marina-City-Dr-90292/unit-000325/home/22703813,CRMLS,63166739,N,Y,33.9845176,-118.4533055
MLS Listing,Single Family Residential,22035 Dumetz Rd,Woodland Hills,CA,91364,748000,3,1.75,WHLL - Woodland Hills,1582,6187,1952,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/22035-Dumetz-Rd-91364/home/4198292,CRISNet,63166333,N,Y,34.1571349,-118.607132
MLS Listing,Single Family Residential,7115 Goodland Ave,North Hollywood,CA,91605,495000,3,2,NHO - North Hollywood,1344,6845,1950,4,Active,,,http://www.redfin.com/CA/Los-Angeles/7115-Goodland-Ave-91605/home/5061697,i-Tech MLS,63164904,N,Y,34.1998102,-118.411857
MLS Listing,Vacant Land,1674 E 115th St,Los Angeles,CA,90059,180000,,,C37 - Metropolitan South,,5044,,4,Active,,,http://www.redfin.com/CA/Los-Angeles/1674-E-115th-St-90059/home/7314897,CRMLS,63164520,N,Y,33.930089,-118.243716
MLS Listing,Single Family Residential,2751 Laurel Canyon Blvd,Los Angeles,CA,90046,848000,2,1.5,C03 - Sunset Strip - Hollywood Hills West,1612,5236,1947,4,Active,,,http://www.redfin.com/CA/West-Hollywood/2751-Laurel-Canyon-Blvd-90046/home/7123703,CRMLS,63164506,N,Y,34.1205484,-118.3742317
MLS Listing,Multi-Family (2-4 Unit),3513 Percy St,Los Angeles,CA,90023,649000,20,6,BOYH - Boyle Heights,5120,8992,1923,4,Active,,,http://www.redfin.com/CA/Los-Angeles/3513-Percy-St-90023/home/77304952,CRISNet,63164489,N,Y,34.0277399,-118.1972765
MLS Listing,Single Family Residential,5409 West Wilshire Vista Ln,Los Angeles (City),CA,90019,924000,2,2.75,Beverly Center/Miracle Mile,,1100,2016,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles-City/5409-W-Wilshire-Vista-Ln-90019/home/112239620,TheMLS,63162850,N,Y,34.051665,-118.352375
MLS Listing,Single Family Residential,6062 Pickford St,Los Angeles (City),CA,90035,1119000,3,3.5,Beverlywood Vicinity,1844,1200,,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/6062-Pickford-St-90035/home/6903389,TheMLS,63162794,N,Y,34.048369,-118.373934
MLS Listing,Condo/Co-op,2160 Century Park East #1412,Los Angeles (City),CA,90067,949000,2,2,Westwood/Century City,1372,223190,1966,4,Active,,,http://www.redfin.com/CA/Los-Angeles/2160-Century-Park-E-90067/unit-1412/home/6808712,TheMLS,63162641,N,Y,34.0582407,-118.4110539
MLS Listing,Single Family Residential,4357 San Rafael Ave,Mount Washington,CA,90065,1499000,5,6,Mount Washington,3980,12424,2016,4,Active,December-11-2016 01:00 PM,December-11-2016 05:00 PM,http://www.redfin.com/CA/Mount-Washington/4357-San-Rafael-Ave-90065/home/112239443,TheMLS,63162640,N,Y,34.111788,-118.212962
MLS Listing,Condo/Co-op,360 West Avenue 26 #140,Los Angeles (City),CA,90031,438900,3,2,Lincoln Heights,1290,69592,2006,4,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/360-West-Avenue-26-90031/unit-140/home/12285812,TheMLS,63162372,N,Y,34.080653,-118.2197999
MLS Listing,Single Family Residential,479 Nassau Ave,East Los Angeles,CA,90063,435000,3,2,ELA - East Los Angeles,1372,4010,2011,4,Active,,,http://www.redfin.com/CA/Los-Angeles/479-Nassau-Ave-90063/home/22705410,CRMLS,63162359,N,Y,34.0301654,-118.1852607
MLS Listing,Condo/Co-op,360 West Avenue 26 #317,Los Angeles (City),CA,90031,278900,0,1,Lincoln Heights,630,53647,2006,5,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/360-West-Avenue-26-90031/unit-317/home/12289381,TheMLS,63162279,N,Y,34.080653,-118.2197999
MLS Listing,Condo/Co-op,200 North San Fernando Rd #303,Los Angeles (City),CA,90031,450000,0,1,Lincoln Heights,930,63148,1925,5,Active,,,http://www.redfin.com/CA/Los-Angeles/200-N-San-Fernando-Rd-90031/unit-303/home/39821316,TheMLS,63161675,N,Y,34.0767199,-118.2222722
MLS Listing,Single Family Residential,612 W 104th St,Los Angeles,CA,90044,349900,4,2,C36 - Metropolitan Southwest,1254,4971,1924,5,Active,December-11-2016 12:00 PM,December-11-2016 02:00 PM,http://www.redfin.com/CA/Los-Angeles/612-W-104th-St-90044/home/7310553,CRMLS,63161657,N,Y,33.9421495,-118.2853582
MLS Listing,Single Family Residential,3348 City Terrace Dr,Los Angeles,CA,90063,450000,3,2,699 - Not Defined,1684,4452,1925,5,Active,,,http://www.redfin.com/CA/Los-Angeles/3348-City-Terrace-Dr-90063/home/6957867,CRMLS,63161656,N,Y,34.0498802,-118.1885456
MLS Listing,Single Family Residential,1434 W 68th St,Los Angeles,CA,90047,339900,3,1,699 - Not Defined,836,4683,1922,5,Active,,,http://www.redfin.com/CA/Los-Angeles/1434-W-68th-St-90047/home/7279665,CRISNet,63161646,N,Y,33.977564,-118.301464
MLS Listing,Single Family Residential,10651 Ledeen Dr,Lakeview Terrace,CA,91342,675000,5,3,673 - Lake View Terrace,2664,12870,1965,5,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/10651-Ledeen-Dr-91342/home/5464698,CRMLS,63161226,N,Y,34.2797818,-118.3626224
MLS Listing,Condo/Co-op,20737 Roscoe Blvd. Blvd #204,Winnetka,CA,91306,399900,3,3,Winnetka (WIN),1641,103008,1981,5,Active,,,http://www.redfin.com/CA/Los-Angeles/20737-Roscoe-Blvd-91306/unit-204/home/5876459,VCRDS,63161008,N,Y,34.220355,-118.585245
MLS Listing,Single Family Residential,2669 Roscomare Rd,Los Angeles (City),CA,90077,4275000,6,6.5,Bel Air (Holmby Hills),4881,18770,1952,5,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/2669-Roscomare-Rd-90077/home/6831322,TheMLS,63160979,N,Y,34.126129,-118.462657
MLS Listing,Single Family Residential,4039 Denny Ave,Studio City,CA,91604,983500,3,1.75,Studio City (STUD),1352,4799,1928,5,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4039-Denny-Ave-91604/home/5306959,TheMLS,63160862,N,Y,34.142974,-118.365128
MLS Listing,Condo/Co-op,18620 Hatteras St #113,Tarzana,CA,91356,275000,2,2,TAR - Tarzana,910,218417,1970,5,Active,,,http://www.redfin.com/CA/Los-Angeles/18620-Hatteras-St-91356/unit-113/home/4061184,CRMLS,63160827,N,Y,34.176364,-118.539319
MLS Listing,Single Family Residential,1536 W 67th St,Los Angeles,CA,90047,399000,3,2,C34 - Los Angeles Southwest,816,4040,1922,5,Active,,,http://www.redfin.com/CA/Los-Angeles/1536-W-67th-St-90047/home/7279513,CRMLS,63160779,N,Y,33.9783197,-118.3037518
MLS Listing,Townhouse,10159 De Soto Ave #202,Chatsworth,CA,91311,327900,3,2.25,CHT - Chatsworth,1271,42581,1981,5,Active,,,http://www.redfin.com/CA/Los-Angeles/10159-De-Soto-Ave-91311/unit-202/home/5842947,i-Tech MLS,63160679,N,Y,34.255294,-118.5894409
MLS Listing,Single Family Residential,9529 Quartz Ave,Chatsworth,CA,91311,635000,3,2,CHT - Chatsworth,2166,8305,1958,5,Active,,,http://www.redfin.com/CA/Los-Angeles/9529-Quartz-Ave-91311/home/5851033,CRISNet,63160670,N,Y,34.243741,-118.565299
MLS Listing,Single Family Residential,152 West 123rd St,Los Angeles (City),CA,90061,359000,3,1,Metropolitan South,1048,5600,1948,5,Active,,,http://www.redfin.com/CA/Los-Angeles/152-W-123rd-St-90061/home/7337299,TheMLS,63160592,N,Y,33.9206021,-118.2758034
MLS Listing,Single Family Residential,10960 Verano Rd,Los Angeles (City),CA,90077,2199000,3,1.5,Bel Air (Holmby Hills),2016,31823,1951,5,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/10960-Verano-Rd-90077/home/6830747,TheMLS,63160591,N,Y,34.0951956,-118.4619004
MLS Listing,Multi-Family (5+ Unit),740 W 24th St,San Pedro,CA,90731,8000000,56,30,181 - Point Fermin,32977,21257,1970,5,Active,,,http://www.redfin.com/CA/Los-Angeles/740-W-24th-St-90731/home/7695098,CRMLS,63160544,N,Y,33.722703,-118.29329
MLS Listing,Single Family Residential,1411 North Avenue 57,Los Angeles (City),CA,90042,1124900,4,3.5,Highland Park,3724,8102,1992,5,Active,,,http://www.redfin.com/CA/Los-Angeles/1411-North-Avenue-57-90042/home/7086477,TheMLS,63160488,N,Y,34.125319,-118.195213
MLS Listing,Single Family Residential,3851 Rock Hampton Dr,Tarzana,CA,91356,2899999,5,7,TAR - Tarzana,6886,31186,1996,5,Active,,,http://www.redfin.com/CA/Los-Angeles/3851-Rock-Hampton-Dr-91356/home/4306692,CRISNet,63160450,N,Y,34.1415479,-118.5355609
MLS Listing,Vacant Land,1065 W 190th St,Gardena,CA,90248,2499000,,,120 - South Gardena,,44369,,5,Active,,,http://www.redfin.com/CA/Gardena/1065-W-190th-St-90248/home/7649942,CRMLS,63160328,N,Y,33.858956,-118.294328
MLS Listing,Vacant Land,1051 W 190th St,Gardena,CA,90248,2499000,,,120 - South Gardena,,44369,,5,Active,,,http://www.redfin.com/CA/Gardena/1051-W-190th-St-90248/home/112204664,CRMLS,63160327,N,Y,33.8587492,-118.2941457
MLS Listing,Mobile/Manufactured Home,21500 Lassen St #105,Chatsworth,CA,91311,107000,2,1,CHT - Chatsworth,,,1968,5,Active,,,http://www.redfin.com/CA/Los-Angeles/21500-Lassen-St-91311/unit-105/home/112204042,CRMLS,63160242,N,Y,34.2499727,-118.5993965
MLS Listing,Single Family Residential,1724 South Sycamore Ave,Los Angeles (City),CA,90019,699000,2,1,Mid Los Angeles,756,5002,1923,5,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/1724-S-Sycamore-Ave-90019/home/6902580,TheMLS,63160237,N,Y,34.0434418,-118.3495545
MLS Listing,Single Family Residential,446 North Carmelina Ave,Los Angeles (City),CA,90049,3999000,6,6,Brentwood,3621,15171,1948,5,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/446-N-Carmelina-Ave-90049/home/6838163,TheMLS,63160206,N,Y,34.0645811,-118.4859296
MLS Listing,Multi-Family (5+ Unit),12642 Moorpark St,Studio City,CA,91604,2450000,13,10,Studio City (STUD),9596,7200,1962,5,Active,,,http://www.redfin.com/CA/Los-Angeles/12642-Moorpark-St-91604/home/5245535,TheMLS,63160162,N,Y,34.150086,-118.408901
MLS Listing,Multi-Family (2-4 Unit),5617 Virginia Ave,Los Angeles (City),CA,90038,1200000,4,4,Hollywood,3066,7503,1923,5,Active,,,http://www.redfin.com/CA/Los-Angeles/5617-Virginia-Ave-90038/home/7109316,TheMLS,63160161,N,Y,34.0919865,-118.3115914
MLS Listing,Single Family Residential,1543 West 12th St,Los Angeles (City),CA,90015,875000,3,1,Downtown Los Angeles,1218,6245,1890,5,Active,,,http://www.redfin.com/CA/Los-Angeles/1543-W-12th-St-90015/home/6932329,TheMLS,63160132,N,Y,34.046228,-118.275424
MLS Listing,Condo/Co-op,4115 Glencoe Ave #308,Marina Del Rey,CA,90292,875000,2,2,Marina Del Rey,1370,39560,2006,5,Active,December-11-2016 01:00 PM,December-11-2016 04:00 PM,http://www.redfin.com/CA/Los-Angeles/4115-Glencoe-Ave-90292/unit-308/home/17236277,TheMLS,63160024,N,Y,33.9891049,-118.4430166
